house,mic,date_time,start,full file name,onset,offset,event_label
TRF3,mic09,2022-01-28 04:48:00,TRF3_2020-12,TRF3_mic09_2022-01-28_04.48.00,18.375,18.525,2
TRF3,mic09,2022-01-28 04:48:00,TRF3_2020-12,TRF3_mic09_2022-01-28_04.48.00,18.425,18.575,3
TRF3,mic09,2022-01-28 04:48:00,TRF3_2020-12,TRF3_mic09_2022-01-28_04.48.00,20.775,21.025,2
TRF3,mic09,2022-01-28 04:48:00,TRF3_2020-12,TRF3_mic09_2022-01-28_04.48.00,23.225,23.425,1
TRF3,mic09,2022-01-28 04:48:00,TRF3_2020-12,TRF3_mic09_2022-01-28_04.48.00,23.325,23.475,2
TRF3,mic09,2022-01-28 04:48:00,TRF3_2020-12,TRF3_mic09_2022-01-28_04.48.00,57.375,57.675,2
TRF3,mic09,2022-01-28 05:56:00,TRF3_2020-12,TRF3_mic09_2022-01-28_05.56.00,3.975,4.275,2
TRF3,mic09,2022-01-28 05:56:00,TRF3_2020-12,TRF3_mic09_2022-01-28_05.56.00,4.175,4.325,4
TRF3,mic09,2022-01-28 05:56:00,TRF3_2020-12,TRF3_mic09_2022-01-28_05.56.00,14.075,14.225,2
TRF3,mic09,2022-01-28 05:56:00,TRF3_2020-12,TRF3_mic09_2022-01-28_05.56.00,14.125,14.325,1
TRF3,mic09,2022-01-28 05:56:00,TRF3_2020-12,TRF3_mic09_2022-01-28_05.56.00,36.075,36.225,3
TRF3,mic09,2022-01-28 05:56:00,TRF3_2020-12,TRF3_mic09_2022-01-28_05.56.00,44.075,44.225,1
TRF3,mic09,2022-01-28 05:56:00,TRF3_2020-12,TRF3_mic09_2022-01-28_05.56.00,44.125,44.275,2
TRF3,mic09,2022-01-28 05:56:00,TRF3_2020-12,TRF3_mic09_2022-01-28_05.56.00,45.175,45.375,3
TRF3,mic09,2022-01-28 05:56:00,TRF3_2020-12,TRF3_mic09_2022-01-28_05.56.00,52.925,53.075,1
TRF3,mic09,2022-01-28 05:56:00,TRF3_2020-12,TRF3_mic09_2022-01-28_05.56.00,52.975,53.125,2
TRF3,mic09,2022-01-28 05:56:00,TRF3_2020-12,TRF3_mic09_2022-01-28_05.56.00,54.925,55.175,1
