house,mic,date_time,start,full file name,onset,offset,event_label
TRF3,mic00,2022-01-28 03:15:00,TRF3_2020-12,TRF3_mic00_2022-01-28_03.15.00,13.175,13.325,2
TRF3,mic00,2022-01-28 03:15:00,TRF3_2020-12,TRF3_mic00_2022-01-28_03.15.00,13.925,14.075,1
TRF3,mic00,2022-01-28 22:41:00,TRF3_2020-12,TRF3_mic00_2022-01-28_22.41.00,29.675,29.925,3
TRF3,mic00,2022-01-28 22:41:00,TRF3_2020-12,TRF3_mic00_2022-01-28_22.41.00,31.375,31.625,2
TRF3,mic00,2022-01-28 22:41:00,TRF3_2020-12,TRF3_mic00_2022-01-28_22.41.00,32.525,32.825,3
TRF3,mic00,2022-01-28 22:41:00,TRF3_2020-12,TRF3_mic00_2022-01-28_22.41.00,32.625,32.775,2
TRF3,mic00,2022-01-28 22:41:00,TRF3_2020-12,TRF3_mic00_2022-01-28_22.41.00,34.425,34.675,3
TRF3,mic00,2022-01-28 22:41:00,TRF3_2020-12,TRF3_mic00_2022-01-28_22.41.00,34.675,34.875,1
TRF3,mic00,2022-01-28 22:41:00,TRF3_2020-12,TRF3_mic00_2022-01-28_22.41.00,34.775,34.925,3
TRF3,mic00,2022-01-28 22:41:00,TRF3_2020-12,TRF3_mic00_2022-01-28_22.41.00,35.575,35.725,3
TRF3,mic00,2022-01-28 05:31:00,TRF3_2020-12,TRF3_mic00_2022-01-28_05.31.00,46.225,46.375,1
TRF3,mic00,2022-01-28 23:13:00,TRF3_2020-12,TRF3_mic00_2022-01-28_23.13.00,0.925,1.075,1
TRF3,mic00,2022-01-28 23:13:00,TRF3_2020-12,TRF3_mic00_2022-01-28_23.13.00,3.075,3.225,1
TRF3,mic00,2022-01-28 23:13:00,TRF3_2020-12,TRF3_mic00_2022-01-28_23.13.00,4.575,4.775,1
TRF3,mic00,2022-01-28 23:13:00,TRF3_2020-12,TRF3_mic00_2022-01-28_23.13.00,4.675,4.825,2
TRF3,mic00,2022-01-28 23:13:00,TRF3_2020-12,TRF3_mic00_2022-01-28_23.13.00,6.075,6.325,1
TRF3,mic00,2022-01-28 23:13:00,TRF3_2020-12,TRF3_mic00_2022-01-28_23.13.00,6.125,6.375,2
TRF3,mic00,2022-01-28 23:13:00,TRF3_2020-12,TRF3_mic00_2022-01-28_23.13.00,6.825,7.025,1
TRF3,mic00,2022-01-28 23:13:00,TRF3_2020-12,TRF3_mic00_2022-01-28_23.13.00,6.925,7.075,2
TRF3,mic00,2022-01-28 23:13:00,TRF3_2020-12,TRF3_mic00_2022-01-28_23.13.00,7.525,7.675,1
TRF3,mic00,2022-01-28 23:13:00,TRF3_2020-12,TRF3_mic00_2022-01-28_23.13.00,7.575,7.725,3
