house,mic,date_time,start,full file name,onset,offset,event_label
TRF3,mic07,2022-01-25 22:02:00,TRF3_2020-12,TRF3_mic07_2022-01-25_22.02.00,40.275,40.425,1
TRF3,mic07,2022-01-25 22:02:00,TRF3_2020-12,TRF3_mic07_2022-01-25_22.02.00,40.775,40.925,1
TRF3,mic07,2022-01-25 22:02:00,TRF3_2020-12,TRF3_mic07_2022-01-25_22.02.00,40.825,41.075,2
TRF3,mic07,2022-01-25 01:49:00,TRF3_2020-12,TRF3_mic07_2022-01-25_01.49.00,18.825,19.075,1
TRF3,mic07,2022-01-25 22:28:00,TRF3_2020-12,TRF3_mic07_2022-01-25_22.28.00,33.325,33.575,2
TRF3,mic07,2022-01-25 22:28:00,TRF3_2020-12,TRF3_mic07_2022-01-25_22.28.00,33.375,33.525,1
TRF3,mic07,2022-01-25 23:23:00,TRF3_2020-12,TRF3_mic07_2022-01-25_23.23.00,17.325,17.475,1
TRF3,mic07,2022-01-25 23:23:00,TRF3_2020-12,TRF3_mic07_2022-01-25_23.23.00,19.025,19.275,1
TRF3,mic07,2022-01-25 03:23:00,TRF3_2020-12,TRF3_mic07_2022-01-25_03.23.00,4.225,4.475,2
TRF3,mic07,2022-01-25 03:23:00,TRF3_2020-12,TRF3_mic07_2022-01-25_03.23.00,4.275,4.425,1
TRF3,mic07,2022-01-25 03:23:00,TRF3_2020-12,TRF3_mic07_2022-01-25_03.23.00,49.725,49.975,1
TRF3,mic07,2022-01-25 03:23:00,TRF3_2020-12,TRF3_mic07_2022-01-25_03.23.00,50.325,50.525,1
TRF3,mic07,2022-01-25 22:04:00,TRF3_2020-12,TRF3_mic07_2022-01-25_22.04.00,27.825,28.075,2
TRF3,mic07,2022-01-25 22:04:00,TRF3_2020-12,TRF3_mic07_2022-01-25_22.04.00,27.875,28.025,1
TRF3,mic07,2022-01-25 00:48:00,TRF3_2020-12,TRF3_mic07_2022-01-25_00.48.00,55.325,55.475,2
TRF3,mic07,2022-01-25 02:28:00,TRF3_2020-12,TRF3_mic07_2022-01-25_02.28.00,10.675,10.825,1
TRF3,mic07,2022-01-25 02:28:00,TRF3_2020-12,TRF3_mic07_2022-01-25_02.28.00,10.725,10.875,2
TRF3,mic07,2022-01-25 00:31:00,TRF3_2020-12,TRF3_mic07_2022-01-25_00.31.00,33.475,33.625,1
TRF3,mic07,2022-01-25 00:31:00,TRF3_2020-12,TRF3_mic07_2022-01-25_00.31.00,33.575,33.725,2
TRF3,mic07,2022-01-25 23:28:00,TRF3_2020-12,TRF3_mic07_2022-01-25_23.28.00,21.025,21.225,1
TRF3,mic07,2022-01-25 23:28:00,TRF3_2020-12,TRF3_mic07_2022-01-25_23.28.00,21.125,21.275,2
TRF3,mic07,2022-01-25 23:28:00,TRF3_2020-12,TRF3_mic07_2022-01-25_23.28.00,22.075,22.275,1
TRF3,mic07,2022-01-25 23:28:00,TRF3_2020-12,TRF3_mic07_2022-01-25_23.28.00,22.175,22.325,2
TRF3,mic07,2022-01-25 00:38:00,TRF3_2020-12,TRF3_mic07_2022-01-25_00.38.00,20.875,21.025,1
TRF3,mic07,2022-01-25 01:00:00,TRF3_2020-12,TRF3_mic07_2022-01-25_01.00.00,9.175,9.325,1
TRF3,mic07,2022-01-25 01:00:00,TRF3_2020-12,TRF3_mic07_2022-01-25_01.00.00,33.975,34.125,2
TRF3,mic07,2022-01-25 01:00:00,TRF3_2020-12,TRF3_mic07_2022-01-25_01.00.00,35.075,35.275,1
TRF3,mic07,2022-01-25 01:00:00,TRF3_2020-12,TRF3_mic07_2022-01-25_01.00.00,35.175,35.325,2
TRF3,mic07,2022-01-25 03:20:00,TRF3_2020-12,TRF3_mic07_2022-01-25_03.20.00,19.375,19.525,2
TRF3,mic07,2022-01-25 03:20:00,TRF3_2020-12,TRF3_mic07_2022-01-25_03.20.00,36.125,36.275,1
