house,mic,date_time,start,full file name,onset,offset,event_label
TRF3,mic07,2022-01-27 22:00:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.00.00,37.325,37.475,2
TRF3,mic07,2022-01-27 22:00:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.00.00,40.975,41.125,1
TRF3,mic07,2022-01-27 22:00:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.00.00,41.075,41.225,2
TRF3,mic07,2022-01-27 22:00:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.00.00,55.125,55.275,1
TRF3,mic07,2022-01-27 22:00:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.00.00,55.175,55.325,2
TRF3,mic07,2022-01-27 23:21:00,TRF3_2020-12,TRF3_mic07_2022-01-27_23.21.00,37.125,37.325,1
TRF3,mic07,2022-01-27 23:21:00,TRF3_2020-12,TRF3_mic07_2022-01-27_23.21.00,37.225,37.375,2
TRF3,mic07,2022-01-27 22:40:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.40.00,46.375,46.525,1
TRF3,mic07,2022-01-27 22:40:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.40.00,46.425,46.575,2
TRF3,mic07,2022-01-27 22:04:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.04.00,30.275,30.425,1
TRF3,mic07,2022-01-27 22:04:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.04.00,30.325,30.525,2
TRF3,mic07,2022-01-27 05:01:00,TRF3_2020-12,TRF3_mic07_2022-01-27_05.01.00,8.875,9.025,1
TRF3,mic07,2022-01-27 05:01:00,TRF3_2020-12,TRF3_mic07_2022-01-27_05.01.00,8.975,9.125,2
TRF3,mic07,2022-01-27 05:36:00,TRF3_2020-12,TRF3_mic07_2022-01-27_05.36.00,2.775,2.975,1
TRF3,mic07,2022-01-27 05:36:00,TRF3_2020-12,TRF3_mic07_2022-01-27_05.36.00,3.925,4.175,2
TRF3,mic07,2022-01-27 22:33:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.33.00,9.575,9.725,1
TRF3,mic07,2022-01-27 23:23:00,TRF3_2020-12,TRF3_mic07_2022-01-27_23.23.00,26.325,26.475,2
TRF3,mic07,2022-01-27 22:59:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.59.00,2.375,2.525,1
TRF3,mic07,2022-01-27 22:10:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.10.00,14.075,14.225,1
TRF3,mic07,2022-01-27 22:01:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.01.00,19.525,19.825,2
TRF3,mic07,2022-01-27 22:01:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.01.00,19.575,19.725,1
TRF3,mic07,2022-01-27 22:01:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.01.00,25.625,25.775,2
TRF3,mic07,2022-01-27 22:27:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.27.00,56.625,56.775,1
TRF3,mic07,2022-01-27 23:53:00,TRF3_2020-12,TRF3_mic07_2022-01-27_23.53.00,25.175,25.375,2
TRF3,mic07,2022-01-27 22:45:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.45.00,18.075,18.275,1
TRF3,mic07,2022-01-27 05:13:00,TRF3_2020-12,TRF3_mic07_2022-01-27_05.13.00,29.375,29.525,2
TRF3,mic07,2022-01-27 05:13:00,TRF3_2020-12,TRF3_mic07_2022-01-27_05.13.00,29.425,29.625,1
TRF3,mic07,2022-01-27 05:13:00,TRF3_2020-12,TRF3_mic07_2022-01-27_05.13.00,29.675,29.825,2
TRF3,mic07,2022-01-27 23:13:00,TRF3_2020-12,TRF3_mic07_2022-01-27_23.13.00,53.225,53.375,1
TRF3,mic07,2022-01-27 00:16:00,TRF3_2020-12,TRF3_mic07_2022-01-27_00.16.00,50.675,50.825,1
TRF3,mic07,2022-01-27 00:16:00,TRF3_2020-12,TRF3_mic07_2022-01-27_00.16.00,50.725,50.875,2
TRF3,mic07,2022-01-27 22:03:00,TRF3_2020-12,TRF3_mic07_2022-01-27_22.03.00,20.725,20.875,1
TRF3,mic07,2022-01-27 23:19:00,TRF3_2020-12,TRF3_mic07_2022-01-27_23.19.00,51.325,51.575,2
TRF3,mic07,2022-01-27 23:19:00,TRF3_2020-12,TRF3_mic07_2022-01-27_23.19.00,53.725,53.925,1
TRF3,mic07,2022-01-27 00:12:00,TRF3_2020-12,TRF3_mic07_2022-01-27_00.12.00,57.225,57.375,1
