house,mic,date_time,start,full file name,onset,offset,event_label
TRF3,mic11,2022-01-25 23:36:00,TRF3_2020-12,TRF3_mic11_2022-01-25_23.36.00,6.875,7.025,1
TRF3,mic11,2022-01-25 22:19:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.19.00,6.675,6.825,2
TRF3,mic11,2022-01-25 23:50:00,TRF3_2020-12,TRF3_mic11_2022-01-25_23.50.00,6.925,7.075,1
TRF3,mic11,2022-01-25 23:50:00,TRF3_2020-12,TRF3_mic11_2022-01-25_23.50.00,9.175,9.325,1
TRF3,mic11,2022-01-25 22:15:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.15.00,36.075,36.225,1
TRF3,mic11,2022-01-25 22:15:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.15.00,52.275,52.425,2
TRF3,mic11,2022-01-25 22:51:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.51.00,12.125,12.275,1
TRF3,mic11,2022-01-25 22:51:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.51.00,12.625,12.775,1
TRF3,mic11,2022-01-25 23:49:00,TRF3_2020-12,TRF3_mic11_2022-01-25_23.49.00,14.175,14.325,1
TRF3,mic11,2022-01-25 23:49:00,TRF3_2020-12,TRF3_mic11_2022-01-25_23.49.00,30.025,30.175,2
TRF3,mic11,2022-01-25 22:22:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.22.00,28.675,28.825,1
TRF3,mic11,2022-01-25 22:31:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.31.00,19.025,19.175,1
TRF3,mic11,2022-01-25 22:39:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.39.00,4.625,4.775,2
TRF3,mic11,2022-01-25 22:39:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.39.00,8.975,9.125,2
TRF3,mic11,2022-01-25 22:39:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.39.00,10.125,10.275,1
TRF3,mic11,2022-01-25 22:39:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.39.00,13.825,13.975,1
TRF3,mic11,2022-01-25 22:39:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.39.00,47.025,47.175,1
TRF3,mic11,2022-01-25 22:44:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.44.00,58.175,58.375,1
TRF3,mic11,2022-01-25 22:03:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.03.00,49.575,49.725,1
TRF3,mic11,2022-01-25 22:29:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.29.00,57.475,57.625,2
TRF3,mic11,2022-01-25 22:34:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.34.00,2.575,2.725,1
TRF3,mic11,2022-01-25 22:34:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.34.00,30.525,30.675,1
TRF3,mic11,2022-01-25 22:52:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.52.00,53.475,53.625,1
TRF3,mic11,2022-01-25 22:52:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.52.00,53.525,53.675,2
TRF3,mic11,2022-01-25 22:52:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.52.00,54.725,54.875,1
TRF3,mic11,2022-01-25 23:31:00,TRF3_2020-12,TRF3_mic11_2022-01-25_23.31.00,47.425,47.575,1
TRF3,mic11,2022-01-25 22:41:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.41.00,52.775,52.925,1
TRF3,mic11,2022-01-25 23:22:00,TRF3_2020-12,TRF3_mic11_2022-01-25_23.22.00,24.975,25.125,2
TRF3,mic11,2022-01-25 22:27:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.27.00,17.275,17.425,1
TRF3,mic11,2022-01-25 22:45:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.45.00,24.525,24.675,1
TRF3,mic11,2022-01-25 22:54:00,TRF3_2020-12,TRF3_mic11_2022-01-25_22.54.00,28.775,28.925,1
