house,mic,date_time,start,full file name,onset,offset,event_label
TRF3,mic08,2022-01-29 02:59:00,TRF3_2020-12,TRF3_mic08_2022-01-29_02.59.00,5.625,5.775,1
TRF3,mic08,2022-01-29 02:59:00,TRF3_2020-12,TRF3_mic08_2022-01-29_02.59.00,5.675,5.825,3
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,1.075,1.275,3
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,5.175,5.325,1
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,5.625,5.775,3
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,5.725,5.875,2
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,11.025,11.175,3
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,11.325,11.675,2
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,11.425,11.625,1
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,11.875,12.075,1
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,11.975,12.125,2
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,12.975,13.275,2
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,14.275,14.675,2
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,14.575,14.875,3
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,14.625,14.925,4
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,15.075,15.325,1
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,16.825,17.025,3
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,25.575,25.775,1
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,25.975,26.125,3
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,26.225,26.425,3
TRF3,mic08,2022-01-29 22:57:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.57.00,57.625,57.925,3
TRF3,mic08,2022-01-29 05:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.47.00,18.925,19.125,3
TRF3,mic08,2022-01-29 05:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.47.00,24.075,24.225,3
TRF3,mic08,2022-01-29 05:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.47.00,26.825,27.025,3
TRF3,mic08,2022-01-29 05:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.47.00,26.925,27.075,4
TRF3,mic08,2022-01-29 05:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.47.00,31.875,32.025,2
TRF3,mic08,2022-01-29 05:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.47.00,31.925,32.075,1
TRF3,mic08,2022-01-29 05:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.47.00,31.975,32.275,3
TRF3,mic08,2022-01-29 05:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.47.00,53.925,54.225,1
TRF3,mic08,2022-01-29 05:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.47.00,53.975,54.375,3
TRF3,mic08,2022-01-29 05:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.47.00,59.675,59.875,1
TRF3,mic08,2022-01-29 23:29:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.29.00,1.275,1.525,2
TRF3,mic08,2022-01-29 23:29:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.29.00,6.175,6.425,2
TRF3,mic08,2022-01-29 23:29:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.29.00,6.225,6.375,1
TRF3,mic08,2022-01-29 23:29:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.29.00,14.075,14.325,1
TRF3,mic08,2022-01-29 23:29:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.29.00,27.725,27.925,1
TRF3,mic08,2022-01-29 23:29:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.29.00,32.325,32.475,1
TRF3,mic08,2022-01-29 04:39:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.39.00,0.625,0.825,1
TRF3,mic08,2022-01-29 04:39:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.39.00,0.725,0.875,2
TRF3,mic08,2022-01-29 04:39:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.39.00,37.525,37.675,3
TRF3,mic08,2022-01-29 04:39:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.39.00,39.625,39.825,2
TRF3,mic08,2022-01-29 03:49:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.49.00,38.825,38.975,1
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,0.425,0.575,1
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,0.475,0.625,2
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,6.525,6.675,1
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,6.625,6.775,2
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,22.125,22.275,1
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,22.175,22.325,3
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,22.975,23.225,1
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,23.625,23.825,3
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,23.725,24.025,2
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,27.825,28.025,2
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,27.925,28.075,1
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,29.075,29.275,2
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,29.175,29.325,1
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,36.475,36.675,1
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,37.575,37.725,2
TRF3,mic08,2022-01-29 23:47:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.47.00,37.675,37.825,3
TRF3,mic08,2022-01-29 22:39:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.39.00,7.675,7.825,1
TRF3,mic08,2022-01-29 22:39:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.39.00,32.375,32.625,3
TRF3,mic08,2022-01-29 22:39:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.39.00,52.475,52.625,2
TRF3,mic08,2022-01-29 22:39:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.39.00,58.025,58.275,1
TRF3,mic08,2022-01-29 05:29:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.29.00,23.825,24.025,1
TRF3,mic08,2022-01-29 05:29:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.29.00,23.925,24.075,2
TRF3,mic08,2022-01-29 05:29:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.29.00,29.775,29.925,1
TRF3,mic08,2022-01-29 05:29:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.29.00,43.875,44.075,3
TRF3,mic08,2022-01-29 23:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.38.00,38.125,38.325,1
TRF3,mic08,2022-01-29 23:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.38.00,49.575,49.775,1
TRF3,mic08,2022-01-29 23:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.38.00,56.825,56.975,2
TRF3,mic08,2022-01-29 03:58:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.58.00,30.525,30.675,1
TRF3,mic08,2022-01-29 03:58:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.58.00,30.575,30.725,2
TRF3,mic08,2022-01-29 03:58:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.58.00,31.975,32.125,3
TRF3,mic08,2022-01-29 03:58:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.58.00,32.025,32.225,2
TRF3,mic08,2022-01-29 03:58:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.58.00,33.725,33.925,2
TRF3,mic08,2022-01-29 23:56:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.56.00,18.575,18.825,2
TRF3,mic08,2022-01-29 23:56:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.56.00,18.625,18.775,1
TRF3,mic08,2022-01-29 23:56:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.56.00,49.425,49.575,3
TRF3,mic08,2022-01-29 23:56:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.56.00,49.475,49.675,1
TRF3,mic08,2022-01-29 23:56:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.56.00,49.575,49.725,2
TRF3,mic08,2022-01-29 22:48:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.48.00,14.625,14.825,2
TRF3,mic08,2022-01-29 22:48:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.48.00,14.875,15.025,2
TRF3,mic08,2022-01-29 22:48:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.48.00,16.375,16.725,2
TRF3,mic08,2022-01-29 22:48:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.48.00,16.475,16.625,1
TRF3,mic08,2022-01-29 22:48:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.48.00,24.675,24.875,1
TRF3,mic08,2022-01-29 22:48:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.48.00,24.775,24.925,3
TRF3,mic08,2022-01-29 22:48:00,TRF3_2020-12,TRF3_mic08_2022-01-29_22.48.00,52.025,52.425,3
TRF3,mic08,2022-01-29 05:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.38.00,1.625,1.775,2
TRF3,mic08,2022-01-29 05:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.38.00,10.075,10.225,1
TRF3,mic08,2022-01-29 05:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.38.00,25.725,26.175,3
TRF3,mic08,2022-01-29 05:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.38.00,32.675,32.825,3
TRF3,mic08,2022-01-29 05:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.38.00,33.275,33.425,2
TRF3,mic08,2022-01-29 05:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.38.00,40.575,40.725,3
TRF3,mic08,2022-01-29 05:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.38.00,40.775,40.925,3
TRF3,mic08,2022-01-29 05:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.38.00,56.475,56.625,1
TRF3,mic08,2022-01-29 05:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.38.00,56.525,56.725,2
TRF3,mic08,2022-01-29 05:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.38.00,59.125,59.275,4
TRF3,mic08,2022-01-29 05:38:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.38.00,59.175,59.325,2
TRF3,mic08,2022-01-29 03:32:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.32.00,21.175,21.325,1
TRF3,mic08,2022-01-29 03:32:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.32.00,21.225,21.375,2
TRF3,mic08,2022-01-29 03:32:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.32.00,22.475,22.675,1
TRF3,mic08,2022-01-29 03:32:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.32.00,23.925,24.075,4
TRF3,mic08,2022-01-29 03:32:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.32.00,23.975,24.125,1
TRF3,mic08,2022-01-29 03:32:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.32.00,24.025,24.175,2
TRF3,mic08,2022-01-29 03:32:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.32.00,36.375,36.675,2
TRF3,mic08,2022-01-29 03:32:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.32.00,36.425,36.625,1
TRF3,mic08,2022-01-29 03:32:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.32.00,38.175,38.325,1
TRF3,mic08,2022-01-29 03:32:00,TRF3_2020-12,TRF3_mic08_2022-01-29_03.32.00,53.775,53.975,2
TRF3,mic08,2022-01-29 04:04:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.04.00,3.075,3.325,2
TRF3,mic08,2022-01-29 04:04:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.04.00,3.125,3.275,1
TRF3,mic08,2022-01-29 04:04:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.04.00,6.075,6.275,3
TRF3,mic08,2022-01-29 04:04:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.04.00,6.175,6.325,1
TRF3,mic08,2022-01-29 04:04:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.04.00,6.225,6.375,2
TRF3,mic08,2022-01-29 04:04:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.04.00,14.125,14.375,2
TRF3,mic08,2022-01-29 04:04:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.04.00,17.575,17.775,2
TRF3,mic08,2022-01-29 04:04:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.04.00,17.675,17.825,3
TRF3,mic08,2022-01-29 04:04:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.04.00,57.975,58.125,2
TRF3,mic08,2022-01-29 04:04:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.04.00,58.025,58.175,1
TRF3,mic08,2022-01-29 04:04:00,TRF3_2020-12,TRF3_mic08_2022-01-29_04.04.00,58.075,58.225,3
TRF3,mic08,2022-01-29 00:44:00,TRF3_2020-12,TRF3_mic08_2022-01-29_00.44.00,12.475,12.625,1
TRF3,mic08,2022-01-29 00:44:00,TRF3_2020-12,TRF3_mic08_2022-01-29_00.44.00,13.875,14.025,1
TRF3,mic08,2022-01-29 00:44:00,TRF3_2020-12,TRF3_mic08_2022-01-29_00.44.00,13.925,14.075,2
TRF3,mic08,2022-01-29 00:44:00,TRF3_2020-12,TRF3_mic08_2022-01-29_00.44.00,15.525,15.775,2
TRF3,mic08,2022-01-29 00:44:00,TRF3_2020-12,TRF3_mic08_2022-01-29_00.44.00,15.575,15.725,1
TRF3,mic08,2022-01-29 00:44:00,TRF3_2020-12,TRF3_mic08_2022-01-29_00.44.00,15.875,16.075,1
TRF3,mic08,2022-01-29 00:44:00,TRF3_2020-12,TRF3_mic08_2022-01-29_00.44.00,25.575,25.725,1
TRF3,mic08,2022-01-29 00:44:00,TRF3_2020-12,TRF3_mic08_2022-01-29_00.44.00,28.325,28.475,2
TRF3,mic08,2022-01-29 00:44:00,TRF3_2020-12,TRF3_mic08_2022-01-29_00.44.00,28.375,28.525,1
TRF3,mic08,2022-01-29 23:30:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.30.00,12.475,12.625,1
TRF3,mic08,2022-01-29 23:30:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.30.00,12.525,12.775,3
TRF3,mic08,2022-01-29 23:30:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.30.00,21.525,21.675,1
TRF3,mic08,2022-01-29 23:30:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.30.00,21.575,21.825,2
TRF3,mic08,2022-01-29 23:30:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.30.00,22.275,22.425,4
TRF3,mic08,2022-01-29 23:30:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.30.00,23.325,23.475,1
TRF3,mic08,2022-01-29 23:30:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.30.00,23.375,23.525,2
TRF3,mic08,2022-01-29 23:30:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.30.00,23.775,23.925,1
TRF3,mic08,2022-01-29 23:30:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.30.00,23.825,23.975,3
TRF3,mic08,2022-01-29 23:30:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.30.00,25.275,25.475,1
TRF3,mic08,2022-01-29 23:30:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.30.00,27.425,27.625,1
TRF3,mic08,2022-01-29 23:30:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.30.00,27.825,27.975,1
TRF3,mic08,2022-01-29 23:30:00,TRF3_2020-12,TRF3_mic08_2022-01-29_23.30.00,27.875,28.075,2
TRF3,mic08,2022-01-29 01:16:00,TRF3_2020-12,TRF3_mic08_2022-01-29_01.16.00,54.025,54.175,1
TRF3,mic08,2022-01-29 05:12:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.12.00,8.425,8.725,1
TRF3,mic08,2022-01-29 05:12:00,TRF3_2020-12,TRF3_mic08_2022-01-29_05.12.00,8.625,8.775,2
