house,mic,date_time,start,full file name,onset,offset,event_label
TRF3,mic10,2022-01-27 04:29:00,TRF3_2020-12,TRF3_mic10_2022-01-27_04.29.00,31.425,31.575,2
TRF3,mic10,2022-01-27 22:47:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.47.00,17.925,18.075,1
TRF3,mic10,2022-01-27 22:29:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.29.00,9.575,9.725,2
TRF3,mic10,2022-01-27 23:37:00,TRF3_2020-12,TRF3_mic10_2022-01-27_23.37.00,3.575,3.725,1
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,0.175,0.425,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,0.775,0.975,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,1.275,1.525,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,1.925,2.125,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,3.625,3.825,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,4.175,4.375,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,5.525,5.725,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,6.025,6.275,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,6.625,6.925,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,7.125,7.325,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,7.625,7.775,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,8.275,8.425,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,8.825,9.025,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,9.375,9.575,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,9.825,9.975,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,9.925,10.075,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,10.825,11.025,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,14.525,14.675,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,14.925,15.175,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,15.475,15.725,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,15.975,16.225,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,16.425,16.675,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,16.875,17.125,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,17.425,17.625,3
TRF3,mic10,2022-01-27 22:12:00,TRF3_2020-12,TRF3_mic10_2022-01-27_22.12.00,17.925,18.125,3
