house,mic,date_time,start,full file name,onset,offset,event_label
TRF3,mic10,2022-01-31 02:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_02.02.00,6.825,6.975,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,26.225,26.375,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,28.775,28.975,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,31.125,31.275,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,31.925,32.175,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,32.975,33.175,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,36.425,36.675,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,38.975,39.175,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,39.825,40.025,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,40.625,40.775,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,41.875,42.125,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,42.575,42.825,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,43.175,43.425,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,43.575,43.775,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,43.975,44.175,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,44.725,44.875,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,44.775,44.925,2
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,46.225,46.375,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,47.225,47.475,3
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,47.275,47.425,2
TRF3,mic10,2022-01-31 22:00:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.00.00,49.725,49.875,3
TRF3,mic10,2022-01-31 01:56:00,TRF3_2020-12,TRF3_mic10_2022-01-31_01.56.00,40.325,40.475,1
TRF3,mic10,2022-01-31 02:28:00,TRF3_2020-12,TRF3_mic10_2022-01-31_02.28.00,30.675,30.825,1
TRF3,mic10,2022-01-31 23:52:00,TRF3_2020-12,TRF3_mic10_2022-01-31_23.52.00,26.475,26.625,1
TRF3,mic10,2022-01-31 23:52:00,TRF3_2020-12,TRF3_mic10_2022-01-31_23.52.00,40.675,40.825,3
TRF3,mic10,2022-01-31 03:54:00,TRF3_2020-12,TRF3_mic10_2022-01-31_03.54.00,50.175,50.325,1
TRF3,mic10,2022-01-31 22:08:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.08.00,2.475,2.625,3
TRF3,mic10,2022-01-31 22:08:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.08.00,4.075,4.225,3
TRF3,mic10,2022-01-31 22:08:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.08.00,8.525,8.675,3
TRF3,mic10,2022-01-31 22:08:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.08.00,11.025,11.175,3
TRF3,mic10,2022-01-31 22:08:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.08.00,14.225,14.375,3
TRF3,mic10,2022-01-31 22:08:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.08.00,18.125,18.275,3
TRF3,mic10,2022-01-31 22:08:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.08.00,19.475,19.725,3
TRF3,mic10,2022-01-31 22:08:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.08.00,20.525,20.675,3
TRF3,mic10,2022-01-31 22:08:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.08.00,27.075,27.225,3
TRF3,mic10,2022-01-31 22:08:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.08.00,34.325,34.475,3
TRF3,mic10,2022-01-31 03:18:00,TRF3_2020-12,TRF3_mic10_2022-01-31_03.18.00,2.125,2.275,1
TRF3,mic10,2022-01-31 23:43:00,TRF3_2020-12,TRF3_mic10_2022-01-31_23.43.00,27.625,27.775,1
TRF3,mic10,2022-01-31 04:53:00,TRF3_2020-12,TRF3_mic10_2022-01-31_04.53.00,5.425,5.575,1
TRF3,mic10,2022-01-31 22:04:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.04.00,11.025,11.175,3
TRF3,mic10,2022-01-31 22:04:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.04.00,41.225,41.375,3
TRF3,mic10,2022-01-31 22:04:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.04.00,48.975,49.125,3
TRF3,mic10,2022-01-31 22:04:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.04.00,51.575,51.725,3
TRF3,mic10,2022-01-31 22:04:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.04.00,52.725,52.875,3
TRF3,mic10,2022-01-31 05:30:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.30.00,50.375,50.525,1
TRF3,mic10,2022-01-31 02:42:00,TRF3_2020-12,TRF3_mic10_2022-01-31_02.42.00,34.375,34.525,3
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,0.225,0.375,3
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,8.175,8.375,3
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,17.675,17.825,2
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,19.525,19.775,2
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,19.575,19.725,1
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,20.075,20.225,3
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,21.175,21.325,4
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,21.225,21.625,3
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,34.975,35.125,3
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,36.825,36.975,3
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,38.775,38.975,3
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,53.175,53.325,4
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,53.375,53.575,3
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,54.875,55.025,3
TRF3,mic10,2022-01-31 05:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.21.00,55.225,55.675,3
TRF3,mic10,2022-01-31 01:43:00,TRF3_2020-12,TRF3_mic10_2022-01-31_01.43.00,19.875,20.025,2
TRF3,mic10,2022-01-31 23:21:00,TRF3_2020-12,TRF3_mic10_2022-01-31_23.21.00,9.375,9.525,3
TRF3,mic10,2022-01-31 23:38:00,TRF3_2020-12,TRF3_mic10_2022-01-31_23.38.00,4.025,4.175,1
TRF3,mic10,2022-01-31 05:29:00,TRF3_2020-12,TRF3_mic10_2022-01-31_05.29.00,23.375,23.525,3
TRF3,mic10,2022-01-31 02:22:00,TRF3_2020-12,TRF3_mic10_2022-01-31_02.22.00,16.325,16.475,1
TRF3,mic10,2022-01-31 02:22:00,TRF3_2020-12,TRF3_mic10_2022-01-31_02.22.00,58.425,58.575,1
TRF3,mic10,2022-01-31 04:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_04.02.00,23.625,23.775,1
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,1.375,1.525,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,4.175,4.375,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,8.025,8.175,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,8.325,8.475,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,23.125,23.275,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,24.525,24.675,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,25.575,25.725,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,26.425,26.725,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,28.225,28.375,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,28.875,29.075,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,29.625,29.825,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,30.025,30.425,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,31.025,31.175,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,31.825,31.975,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,32.375,32.525,3
TRF3,mic10,2022-01-31 22:02:00,TRF3_2020-12,TRF3_mic10_2022-01-31_22.02.00,32.575,32.725,3
