house,mic,date_time,start,full file name,onset,offset,event_label
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,4.475,4.675,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,6.425,6.575,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,10.625,10.775,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,11.975,12.175,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,12.375,12.575,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,13.275,13.425,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,17.525,17.675,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,22.925,23.075,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,23.275,23.575,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,23.825,24.025,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,25.025,25.175,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,25.425,25.625,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,25.825,26.075,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,27.825,27.975,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,28.225,28.375,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,28.825,28.975,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,30.875,31.025,2
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,32.875,33.025,3
TRF3,mic10,2022-01-28 22:03:00,TRF3_2020-12,TRF3_mic10_2022-01-28_22.03.00,33.825,33.975,3
